,id,seller,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size
380,380,3,77.4,17.5,42.0,6,3,3,2.65,0,2,1,1,0,0,4,1,5033,1,55.544886,37.478459,11,Бунинские Луга ЖК,к2.2/2,2021,3,9,False,True,True,1,False,4,0.2150121763430002,-2.6517859847154686,25.8
7652,7655,3,51.3,10.7,30.9,11,2,3,2.8,0,0,2,2,0,0,4,1,2640,1,55.734385,37.525342,7,Поклонная улица,вл9,2022,2,32,False,True,False,1,False,4,0.05427111687405752,-1.5750871651827465,25.65
22967,22975,2,40.0,6.5,25.0,7,2,3,2.64,0,1,1,0,0,1,0,1,408,0,55.680854,37.585673,6,Большая Черемушкинская улица,26К3,1978,4,14,True,True,False,3,True,0,0.054104359601496316,3.029344250544432,20.0
21955,21963,4,67.0,10.7,30.9,5,2,3,2.5,0,1,2,2,1,0,2,1,8171,0,55.604748,37.664024,5,6-я Радиальная улица,3к9,2013,2,11,True,True,True,0,True,0,0.15489178195149275,2.5652392553100984,33.5
8606,8610,4,41.2,9.5,20.3,9,1,3,2.8,0,1,2,2,1,0,1,1,2461,0,55.571632,37.473492,11,пос. Коммунарка,20,2011,7,17,False,True,True,3,False,3,0.1944890190686174,-2.5644423001789387,41.2
9081,9085,4,40.6,10.7,30.9,10,1,3,2.8,0,1,2,2,1,0,1,1,5486,0,55.655869,37.427381,11,улица Татьянин Парк,16к1,2015,2,15,True,True,True,0,True,0,0.17139384320856643,-2.0481851172274435,40.6
20620,20627,4,35.4,10.0,19.6,8,1,3,2.64,0,0,1,1,1,0,1,1,1655,0,55.86445500000001,37.516422,1,Зеленоградская улица,7,1970,3,12,False,True,False,3,True,0,0.14439783581961457,-0.45294416679286065,35.4
8613,8617,1,33.0,7.0,19.0,7,1,3,2.64,1,0,1,0,0,0,1,2,9233,0,55.804369,37.772235,3,Никитинская улица,27К3,1973,3,9,False,True,False,1,True,0,0.2048623995745492,1.223371143261976,33.0
14708,14713,4,100.0,25.0,70.0,3,4,3,3.2,1,0,1,0,2,0,3,2,3711,0,55.758934,37.607691,0,переулок Брюсов,6,1905,0,6,True,True,False,1,True,0,0.03714390741324029,0.857081321988672,25.0
21707,21715,3,62.09,10.4,30.9,12,2,3,2.85,0,0,2,2,0,0,4,1,6555,1,55.883202,37.683015000000005,2,Тайнинская улица,9к4,2020,0,24,True,True,True,0,False,0,0.1810229186377298,0.6079811584649509,31.045
9475,9479,4,70.98,7.7,45.7,9,3,1,3.3,3,0,1,0,0,0,4,2,89,1,55.69803100000001,37.635781,5,Зиларт ЖК,16,2013,7,16,False,True,True,3,True,4,0.06703347014066356,2.148139892968581,23.66
13189,13193,3,63.2,10.7,32.3,8,2,3,2.8,0,0,2,2,1,0,4,1,4390,1,55.638744,37.306603,11,улица Бориса Пастернака,45к1,2019,3,17,False,True,True,1,False,0,0.28935453973602604,-1.9085166054543017,31.6
15619,15624,4,52.9,18.0,20.0,7,1,3,3.1,0,1,0,1,1,0,0,2,5400,0,55.722142000000005,37.618569,0,Мытная улица,7с1,2013,0,14,True,True,True,2,True,0,0.0409053423696026,1.8807280422581778,52.9
6214,6217,3,49.03,10.1,23.0,4,2,3,2.8,0,1,1,0,0,1,4,1,940,1,55.47444399999999,37.512128,11,Рязановское поселение,д. Алхимово,2021,2,13,False,True,True,1,False,4,0.2687835841243825,-2.887802833665989,24.515
20385,20392,3,58.33,11.1,31.7,4,2,3,2.9,0,0,2,2,0,1,4,1,1143,1,55.717006000000005,37.428791,7,улица Петра Алексеева,12с1,2021,2,27,True,True,True,0,False,1,0.1518464294189665,-1.6870426953822486,29.165
9429,9433,4,64.0,6.0,46.4,3,4,2,2.8,0,1,1,0,0,1,0,2,4061,0,55.59485,37.615237,5,Россошанская улица,13К3,1972,3,9,False,True,False,3,True,0,0.1442364500932571,2.8920240074696237,16.0
14273,14278,4,64.3,12.9,33.7,17,2,3,2.8,0,1,2,2,1,1,4,1,2172,0,55.69835,37.937427,4,Покровская улица,17к1,2018,7,17,True,True,True,1,True,0,0.35964773143435746,1.6718107842242795,32.15
21937,21945,3,60.3,11.4,32.8,8,2,3,2.85,0,2,0,1,0,0,4,1,356,1,55.751594,37.709021,4,Лефортово Парк ЖК,к11,2021,7,23,False,True,True,1,False,4,0.1305171198793219,1.4403585223508164,30.15
4198,4201,0,41.3,12.2,20.0,11,1,3,2.64,1,0,1,0,0,1,2,1,8187,0,55.64191999999999,37.352156,7,мкр. 10-й,к1003,1978,3,22,False,True,True,1,True,0,0.24562045405609667,-1.9577865036888875,41.3
3239,3242,4,86.4,10.7,30.9,9,1,3,2.8,0,0,2,2,0,0,1,1,2401,0,55.750028,37.534397,0,1-й Красногвардейский проезд,21с1,2015,7,85,True,True,True,3,True,4,0.047769490446543224,-1.2423280172630817,86.4
17833,17839,3,67.7,28.6,26.5,2,2,3,2.72,0,2,1,0,0,0,4,1,8136,1,55.722512,37.772918,4,2-я Институтская улица,6С12,2021,2,13,False,True,True,1,False,4,0.19368408047093175,1.6333402589509782,33.85
9759,9763,1,33.6,10.7,30.9,3,1,3,2.8,0,1,2,2,1,0,1,1,6237,0,55.657768,37.620204,5,Варшавское шоссе,77К1,1962,0,8,False,True,False,3,False,0,0.08691123370615406,2.655647682160868,33.6
21998,22006,0,59.0,6.0,42.0,4,3,0,2.64,0,1,1,0,1,0,1,1,5791,0,55.669422,37.650621,5,улица Академика Миллионщикова,15,1969,3,9,False,True,False,3,True,0,0.09639860790278869,2.3135453791879192,19.666666666666668
17667,17673,3,55.5,10.7,30.9,9,2,3,3.3,0,0,2,2,0,0,4,1,8393,1,55.88666,37.678909,2,Широкая улица,30к1,2016,7,17,False,True,True,1,False,4,0.181594552679694,0.5785406364206318,27.75
20338,20345,3,81.26,10.2,40.4,15,3,3,3.3,1,1,2,2,0,1,4,1,1143,1,55.717006000000005,37.428791,7,улица Петра Алексеева,12с1,2021,2,27,True,True,True,0,False,1,0.1518464294189665,-1.6870426953822486,27.08666666666667
5352,5355,1,130.0,10.0,85.0,6,3,3,2.8,0,0,2,2,0,0,4,0,8558,0,55.63675799999999,37.598923,5,Северное Чертаново мкр,1Ак3,2009,7,41,True,True,True,0,False,4,0.09974690281878613,2.9467687145866,43.333333333333336
4131,4134,1,73.3,10.2,45.9,15,3,1,2.8,0,1,0,1,1,1,1,2,7779,0,55.745696,37.877868,3,Суздальская улица,42К3,1987,2,17,False,True,True,1,True,0,0.29846104994842776,1.5336702849040105,24.433333333333334
14411,14416,1,44.5,5.4,28.6,4,2,1,2.8,1,0,1,0,1,0,4,2,2261,0,55.804369,37.776547,3,Никитинская улица,16К3,1961,3,5,True,False,False,3,True,0,0.2089219268819578,1.2303984240931631,22.25
10630,10634,3,43.2,13.7,18.3,2,1,3,2.8,1,0,0,1,0,0,4,1,9503,1,55.743507,37.407744,7,улица Академика Павлова,40К1,2021,2,26,False,True,True,1,False,0,0.17209833896235818,-1.5191218629749317,43.2
9263,9267,2,36.8,8.0,19.1,6,1,3,2.64,1,0,1,0,1,0,1,1,9544,0,55.56790600000001,37.579924,6,бульвар Дмитрия Донского,9К3,1990,3,17,False,True,True,3,True,0,0.1667121586755477,3.13972486596445,36.8
6182,6185,3,35.23,12.2,11.3,10,1,3,2.8,1,0,0,1,0,1,4,1,940,1,55.47444399999999,37.512128,11,Рязановское поселение,д. Алхимово,2021,2,13,False,True,True,1,False,4,0.2687835841243825,-2.887802833665989,35.23
8570,8574,3,63.2,14.1,35.5,13,2,3,2.8,0,2,0,1,0,0,4,1,4108,1,55.839957,37.49524,1,Головинское шоссе,11С17,2021,7,24,True,True,True,1,False,4,0.13496322203507777,-0.6753271097206238,31.6
17710,17716,4,35.0,9.0,18.0,2,1,3,2.64,0,1,0,1,0,0,2,1,1715,0,55.820824,37.832952,3,Алтайская улица,33/7,1990,3,14,False,True,True,1,True,0,0.26760482068816704,1.2428075382953232,35.0
16161,16167,4,79.2,10.7,30.9,15,3,3,2.8,0,0,2,2,0,0,4,1,7397,1,55.703413,37.943616,4,13-й кв-л,к13,2021,7,17,False,True,True,1,False,4,0.3653384819795709,1.6563141053455679,26.400000000000002
2791,2792,4,157.0,10.7,30.9,2,4,3,2.8,0,0,1,1,1,0,0,1,3792,0,55.706086,37.549705,7,улица Косыгина,19К1,2004,2,6,True,True,True,0,False,0,0.04133440522817865,-2.3326574016722197,39.25
2335,2335,2,45.0,7.0,28.0,6,2,1,2.8,0,1,1,0,1,0,1,1,231,0,55.43062,36.865844,10,Киевский рп,23,1989,3,9,False,True,False,3,True,0,0.7758094757600953,-1.973433558056397,22.5
10620,10624,3,169.6,10.7,30.9,26,4,3,2.8,0,0,2,2,0,0,4,1,2640,1,55.734385,37.525342,7,Поклонная улица,вл9,2022,2,32,False,True,False,1,False,4,0.05427111687405752,-1.5750871651827465,42.4
12425,12429,3,60.8,12.3,33.4,23,2,3,2.8,1,1,2,2,0,0,4,1,1130,1,55.776335,37.736905,3,Вольная улица,28/4к3,2020,3,25,False,True,True,0,True,4,0.16273049123062233,1.3115447677904675,30.4
19903,19910,1,100.6,10.0,65.1,5,4,3,2.7,0,1,0,1,1,0,1,2,3480,0,55.532844,37.50372,6,улица Академика Понтрягина,21к1,2007,3,22,False,True,True,1,True,0,0.2155745418985835,-2.781834218080561,25.15
7710,7713,4,400.0,30.0,200.0,1,5,3,2.8,3,0,1,0,0,0,0,2,820,0,55.757805000000005,37.447548,7,Островной проезд,1,2003,2,4,True,True,True,0,True,3,0.13408469797794326,-1.3969936314376352,80.0
21154,21161,4,31.0,5.1,18.7,1,1,3,2.64,1,0,1,0,0,0,3,1,7198,0,55.668198,37.570528,6,улица Цюрупы,20К2,1962,3,9,False,True,False,3,True,0,0.06703826608605194,-3.00566051902812,31.0
15904,15910,4,52.0,9.5,28.0,11,2,3,2.8,2,0,2,2,0,1,0,1,4860,0,55.878889,37.538637,1,Дмитровское шоссе,107Ак2,2018,2,19,True,True,True,0,False,1,0.14997720085074265,-0.27673081416311957,26.0
18105,18111,4,43.0,10.7,30.9,7,1,3,2.8,0,1,2,2,1,0,1,1,5785,0,55.625211,37.345491,11,бульвар Андрея Тарковского,9,2018,2,11,True,True,True,3,True,1,0.2584236723167985,-2.0079498703175194,43.0
2925,2927,3,56.0,11.6,31.2,6,2,3,2.65,0,2,0,1,0,0,4,1,759,1,55.662065000000005,37.423464,7,Мещерский лес ЖК,к7.4,2020,3,14,False,True,True,1,False,4,0.17218103645231372,-2.0057578259364828,28.0
3800,3803,0,73.5,10.5,44.0,7,3,1,2.64,0,1,0,1,1,1,1,1,5985,0,55.79643000000001,37.810926,3,Измайловский бульвар,56,1989,4,17,False,True,True,1,True,0,0.2394297824116551,1.3096751088200267,24.5
11970,11974,0,52.0,9.0,32.0,3,2,1,2.64,1,0,2,2,1,1,2,1,6258,0,55.663715,37.551986,6,улица Наметкина,9,1997,3,17,False,True,False,3,True,0,0.07609498442868139,-2.7700487988423643,26.0
10937,10941,3,61.97,11.7,33.7,17,2,3,2.8,0,0,2,2,0,1,4,1,8867,0,55.72513299999999,37.775263,4,улица Михайлова,31,2019,2,19,False,True,True,0,False,4,0.19588015463401495,1.61923705981134,30.985
916,916,4,34.21,10.7,30.9,17,1,3,2.8,0,0,2,2,0,0,4,0,1172,0,55.86268100000001,37.372440000000005,8,Муравская улица,38к2,2019,2,25,True,True,True,0,True,0,0.24355832803935878,-1.0171401953691774,34.21
10706,10710,1,42.0,6.6,21.5,2,2,1,2.8,1,0,1,0,0,1,1,1,5177,0,55.865263,37.661464,2,Енисейская улица,11,1969,0,9,False,True,False,3,True,0,0.15416808814266003,0.559689373770252,21.0
13296,13300,1,69.2,15.0,40.0,30,2,3,2.8,0,0,1,0,0,0,0,2,7767,0,55.806687,37.542949,1,Кочновский проезд,4к1,2008,2,34,True,True,True,0,True,0,0.08085901703936348,-0.4706059553930639,34.6
18203,18209,4,34.0,10.7,30.9,4,1,3,2.8,1,0,2,2,0,0,1,1,155,0,55.853511,37.384711,8,улица Центральная,30,2011,2,4,True,True,False,1,True,0,0.22830290686290156,-1.0230445506448713,34.0
21224,21231,4,37.6,15.6,15.0,3,1,3,2.8,1,0,1,0,0,0,2,1,4703,1,55.643846,37.387577,7,м. Солнцево,Лучи ЖК,2013,2,23,False,True,True,3,False,4,0.2124081220192118,-2.0123520604936616,37.6
1200,1200,4,56.0,7.0,39.0,5,3,3,2.8,0,1,1,1,1,0,1,1,7410,0,55.882293,37.519925,1,Коровинское шоссе,24К1,1967,0,9,False,True,False,1,True,0,0.15928137462798653,-0.38410626701439565,18.666666666666668
10253,10257,1,64.0,6.0,45.0,3,3,3,2.8,0,1,1,0,0,1,4,1,5055,0,55.635416000000006,37.523204,6,Профсоюзная улица,105,1972,3,12,False,True,False,3,True,0,0.11411810852389727,-2.6245628948455715,21.333333333333332
6141,6144,4,49.1,22.1,13.7,7,1,3,2.8,1,0,1,0,0,0,4,1,2728,1,55.634237,37.332169,11,Городские Истории ЖК,к1,2020,7,23,False,True,True,3,False,4,0.26702932866154444,-1.956182500571354,49.1
10081,10085,3,71.2,18.7,34.2,4,2,3,2.85,2,0,0,1,1,0,4,1,8284,1,55.752627,37.705023,4,Лефортово Парк ЖК,к5,2020,7,12,False,True,True,1,False,4,0.12669685448061477,1.4281697763906533,35.6
6924,6927,3,47.0,6.0,29.2,15,2,3,2.8,0,2,0,1,0,0,4,1,4108,1,55.839957,37.49524,1,Головинское шоссе,11С17,2021,7,24,True,True,True,1,False,4,0.13496322203507777,-0.6753271097206238,23.5
14481,14486,0,37.3,9.8,19.0,4,1,3,2.74,1,0,1,0,0,1,1,1,6905,0,55.876662,37.633868,2,Полярная улица,17К2,2012,2,14,False,True,False,3,True,0,0.15205322102899818,0.36485984795042975,37.3
1780,1780,4,93.0,14.0,53.1,10,3,1,3.3,2,0,1,0,0,1,4,2,4292,1,55.807491000000006,37.648169,2,Новоалексеевская улица,16,2020,7,19,False,True,True,3,False,4,0.10005234129129681,0.7548853694928883,31.0
17615,17621,0,40.9,5.6,30.9,5,2,3,2.48,0,0,2,2,1,0,1,1,7083,0,55.827403,37.517671,1,Коптевская улица,8,1961,0,5,True,False,False,3,False,0,0.11156094609493772,-0.5886355301807201,20.45
12833,12837,3,46.8,10.4,22.9,9,2,3,2.72,0,1,1,1,0,0,4,1,9052,1,55.669701,37.771041,4,ВЛюблино ЖК,3,2020,2,15,False,True,True,1,False,4,0.20213615571695384,1.8977442849972117,23.4
829,829,3,88.4,13.4,40.9,3,2,3,2.8,0,1,2,2,0,1,4,1,6542,1,55.79748299999999,37.495096,8,улица Маршала Рыбалко,2к4,2011,2,18,False,True,True,0,True,0,0.10533320194642522,-0.9312623029704028,44.2
13092,13096,4,131.6,10.7,30.9,23,4,3,2.8,0,0,2,2,0,0,4,1,3139,1,55.770775,37.376626,7,Рублевское шоссе,70к6,2017,2,24,False,True,True,0,True,1,0.20618172808405733,-1.3945194641159797,32.9
4222,4225,1,37.0,8.0,19.0,3,1,3,2.8,2,0,1,0,1,0,1,1,908,0,55.89558,37.532753,1,мкр. 15-й,к1505,1992,2,17,False,True,True,1,True,0,0.167644360801769,-0.28329206777706767,37.0
20936,20943,3,19.8,5.4,9.4,2,1,3,2.68,1,0,0,1,0,0,4,1,6585,1,55.666706000000005,37.739626,4,Люблинская улица,72С21,2020,3,16,False,True,True,1,False,0,0.1738283764232529,1.9721702472281728,19.8
11697,11701,3,89.0,14.7,50.0,3,3,3,2.8,1,0,2,2,0,1,4,1,7644,1,55.784177,37.49709,8,3-я Хорошевская улица,19к3с2,2022,2,20,False,True,True,1,False,4,0.09626053157209488,-1.0299709604230574,29.666666666666668
15940,15946,2,68.2,10.7,30.9,1,3,3,2.64,0,0,0,1,0,0,1,2,716,0,55.833587,37.571686,1,Дмитровское шоссе,43К1,1970,3,9,False,True,False,3,True,0,0.09928605327323688,-0.07992121469493478,22.733333333333334
18745,18751,4,43.0,13.0,18.5,7,1,3,3.0,1,0,1,0,1,0,2,1,5785,0,55.625211,37.345491,11,бульвар Андрея Тарковского,9,2018,2,11,True,True,True,3,True,1,0.2584236723167985,-2.0079498703175194,43.0
12338,12342,1,55.8,8.3,30.8,2,2,1,2.64,0,1,1,0,0,1,1,1,4936,0,55.583184,37.692564,5,Загорьевская улица,23К1,2002,2,17,False,True,True,1,True,0,0.18891858352185914,2.500734032990002,27.9
22392,22400,1,34.9,6.0,22.8,15,1,3,2.8,1,0,1,0,0,0,1,2,4459,0,55.840851,37.605436,2,В мкр,40,1981,2,15,True,True,True,3,False,0,0.10932669141640251,0.2384572632437841,34.9
19555,19562,4,50.5,10.7,16.3,15,1,3,2.8,0,1,2,2,0,0,4,1,5357,1,55.707649,37.937184,4,Люберецкие Поля мкр,12-й кв-л,2020,2,22,True,True,True,1,True,0,0.35858696794375916,1.6460761318566297,50.5
1857,1857,3,37.88,15.7,10.7,1,1,3,2.72,1,0,0,1,0,0,4,1,8286,1,55.802057,37.597881,2,Складочная улица,6к4,2021,2,11,False,True,True,1,False,4,0.0698696668727887,0.2645383609293145,37.88
12639,12643,4,587.0,25.0,299.0,45,5,3,2.8,0,0,0,1,0,0,0,1,6451,0,55.798480000000005,37.520671,1,Чапаевский переулок,3,2006,5,57,True,True,True,0,True,0,0.08690504108606888,-0.7453514694920557,117.4
21052,21059,4,33.5,6.0,19.5,5,1,3,2.64,1,0,1,1,0,1,2,1,6035,0,55.60750899999999,37.731416,5,Елецкая улица,12К2,1977,3,9,False,True,False,1,True,0,0.19799225060599016,2.2678861097749285,33.5
18066,18072,4,235.0,10.7,30.9,6,5,3,3.2,0,4,1,1,0,0,0,2,8776,0,55.723257,37.52766,7,Мосфильмовская улица,8,2011,2,53,True,True,True,0,True,0,0.05318029485201835,-1.7860848254754456,47.0
12206,12210,1,39.2,8.0,19.2,12,1,3,2.8,1,0,1,0,0,1,4,2,252,0,55.65754,37.759839,4,Братиславская улица,18К1,1998,3,18,False,True,True,3,True,0,0.19601670017359518,1.9749284273009284,39.2
10142,10146,0,81.0,11.5,48.0,2,3,3,2.8,0,0,2,2,0,0,4,0,6771,0,55.673849,37.759237,4,Совхозная улица,37,2007,2,16,False,True,True,0,True,0,0.18962535213607,1.8970198883275002,27.0
14500,14505,4,64.6,6.0,44.5,11,3,3,2.8,2,0,1,1,1,0,4,1,4411,1,55.849287,37.579861,2,Нововладыкинский проезд,1к1,2020,7,18,True,True,True,3,False,4,0.11466940113126872,0.0021660784629715995,21.53333333333333
2067,2067,0,140.79,10.7,30.9,2,3,3,2.8,0,0,1,0,0,0,4,1,8513,1,55.793915000000005,37.612317,2,улица Сущевский Вал,49С1,2019,7,5,True,False,False,3,False,4,0.06771799264219351,0.5040201605896828,46.93
13507,13511,3,75.6,16.6,35.8,6,2,3,3.1,1,1,2,2,0,0,4,1,3883,1,55.656986,37.559173,6,Херсонская улица,43к7,2019,2,32,False,True,True,1,False,4,0.08027754894360635,-2.884146323615714,37.8
7853,7856,1,87.0,15.0,40.0,13,2,1,2.8,1,0,1,0,0,0,2,1,7237,0,55.653908,37.400153,7,Солнцевский проспект,6к1,2009,2,25,True,True,True,0,True,0,0.19677356785120298,-1.9934326233951138,43.5
3533,3536,3,318.89,10.7,30.9,1,1,3,4.2,0,0,2,2,0,0,4,1,9432,1,55.775905,37.600531,0,Долгоруковская улица,23АС1,2021,2,3,True,False,False,0,False,4,0.04628397146750003,0.4689584033189516,318.89
7201,7204,4,88.8,22.1,53.0,18,3,1,2.9,0,1,1,1,0,1,0,2,9636,0,55.851136,37.577849,2,Нововладыкинский проезд,4С1,2013,7,20,False,True,True,3,False,4,0.11653147840521585,-0.015134834209493025,29.599999999999998
12626,12630,4,74.4,10.7,30.9,17,3,3,2.8,0,1,2,2,1,0,2,1,5185,0,55.871829000000005,37.463134,1,Валдайский проезд,17АК1,2008,4,17,False,True,True,3,False,0,0.17998378554897668,-0.7038554802329949,24.8
2316,2316,1,80.8,14.0,40.1,3,2,3,2.8,0,0,2,2,0,0,4,0,2004,0,55.622263,37.666144,5,улица Солнечная,7,2013,7,6,False,True,True,3,False,4,0.14181430298857273,2.485312616725125,40.4
18888,18895,4,85.0,8.2,30.3,2,3,1,2.7,0,1,0,1,2,0,0,2,5439,0,55.705062,37.495518,7,Мосфильмовская улица,88к2с7,2015,7,21,True,True,True,3,True,4,0.08913727604342303,-1.908770943296253,28.333333333333332
19286,19293,0,46.0,6.0,29.7,6,2,3,2.64,0,1,2,2,1,0,1,2,6944,0,55.894697,37.627651,2,улица Корнейчука,52,1977,3,9,False,True,False,3,True,0,0.16713172875355764,0.2915407135260419,23.0
21974,21982,2,56.7,10.0,35.0,10,2,1,2.8,0,1,0,1,1,0,2,1,8352,0,55.577541,37.675792,5,Ягодная улица,4,2012,0,24,False,True,True,0,True,0,0.18418364770959125,2.59217245813103,28.35
19147,19154,3,34.1,3.3,22.2,5,1,3,2.8,1,0,2,2,0,0,4,1,1866,1,55.77085600000001,37.517985,1,1-я Магистральная улица,25,2022,7,22,False,True,True,1,False,4,0.07149241519657659,-1.0392339038161478,34.1
3196,3198,4,50.5,10.7,30.9,36,1,3,2.8,1,0,0,1,0,0,0,2,1047,1,55.751143000000006,37.533733000000005,0,1-й Красногвардейский проезд,вл17-18,2020,2,63,True,True,True,0,True,0,0.04876493897152008,-1.225077324982474,50.5
7895,7898,3,35.5,10.7,16.9,14,1,3,2.65,1,0,1,0,0,0,4,1,759,1,55.662065000000005,37.423464,7,Мещерский лес ЖК,к7.4,2020,3,14,False,True,True,1,False,4,0.17218103645231372,-2.0057578259364828,35.5
1164,1164,3,44.83,22.9,13.1,14,1,3,2.75,1,0,1,0,0,0,4,1,8996,1,55.879187,37.529591,1,Дмитровский Парк ЖК,2,2021,2,33,False,True,True,1,True,0,0.15297841729306755,-0.3331112193718318,44.83
13500,13504,1,74.0,10.0,47.0,2,3,3,2.8,0,1,1,1,1,0,4,2,7488,0,55.54746899999999,37.540946000000005,6,аллея Витте,8,2002,3,17,False,True,True,1,True,0,0.19110155948890512,-2.937850556459736,24.666666666666668
10395,10399,4,95.0,13.0,52.0,2,3,1,3.0,0,3,1,1,0,0,3,2,2000,0,55.710839,37.605068,5,улица Орджоникидзе,1,2017,2,18,True,True,True,0,True,0,0.034834050399549586,2.322155842467087,31.666666666666668
10668,10672,3,92.1,27.1,41.5,12,3,3,2.65,2,0,1,1,0,0,4,1,403,1,55.875511,37.602238,2,улица Римского-Корсакова,11к7,2021,3,23,True,True,True,1,True,1,0.1426982222135394,0.1592260168377728,30.7
11199,11203,0,37.0,8.5,19.0,3,1,3,2.8,1,0,0,1,0,1,1,2,1501,0,55.892602,37.568461,2,Угличская улица,2,1977,3,16,True,True,True,1,True,0,0.15837722238523425,-0.0704700608647811,37.0
12941,12945,1,120.6,15.5,65.0,5,3,3,2.8,0,2,1,0,0,1,2,2,2174,0,55.60460500000001,37.658751,5,6-я Радиальная улица,5к2,2012,2,15,True,True,True,0,True,0,0.15220456443252056,2.5948031654906085,40.199999999999996
18144,18150,3,39.9,18.1,11.1,5,1,3,2.65,1,0,1,0,1,0,4,1,5633,1,55.72561,37.775397,4,Саларьево Парк ЖК,31,2022,3,16,False,True,True,1,False,4,0.1959914952314501,1.6167730269911018,39.9
10835,10839,3,52.6,11.0,29.6,9,2,3,2.65,0,2,0,1,0,0,4,1,3465,1,55.544046,37.478055,11,Бунинские Луга ЖК,к2.5/1,2021,3,9,False,True,True,1,False,4,0.21594347976390424,-2.6519651205841934,26.3
15780,15785,4,186.0,10.7,30.9,27,3,3,2.8,0,0,2,2,0,0,3,1,9625,0,55.747115,37.539078,0,набережная Пресненская,8с1,2009,0,73,True,True,True,0,True,0,0.04241737272455526,-1.2717353796076767,62.0
7285,7288,3,53.46,12.0,27.4,4,2,3,2.72,0,1,1,0,0,0,4,1,713,1,55.801627,37.600657,2,Шереметьевский ЖК,к12,2021,2,14,False,True,True,1,True,0,0.07023595825632124,0.30429858256811537,26.73
1231,1231,4,44.0,10.0,25.0,7,2,3,3.1,1,0,0,1,0,1,3,1,398,0,55.84053299999999,37.493614,1,Кронштадтский бульвар,6к5,2015,2,26,True,True,True,0,False,0,0.1364323179663451,-0.6819898702077604,22.0
6479,6482,4,90.3,20.0,80.0,3,3,3,3.1,2,0,2,2,0,0,0,2,9595,0,55.821077,37.430462,8,Волоколамское шоссе,71к2,2011,2,32,True,True,True,1,False,0,0.17239805149911122,-1.04545451338311,30.099999999999998
11480,11484,4,80.0,10.0,57.0,2,3,3,2.8,1,0,2,2,0,0,4,1,7133,0,55.708151,37.642222,5,Даниловская набережная,2к4,1961,7,9,False,True,False,1,True,4,0.06797374419982001,1.9707427414121457,26.666666666666668
5333,5336,2,45.0,6.0,28.2,3,2,1,2.8,0,1,1,0,0,0,1,1,7943,0,55.624444,37.72396,5,Борисовский проезд,22К1,1974,3,9,False,True,True,1,True,0,0.18158867823412742,2.2227268311207933,22.5
12246,12250,4,147.9,14.9,87.6,14,4,1,3.1,3,0,1,0,0,1,0,1,2570,0,55.681047,37.551088,6,улица Вавилова,69А,2019,2,20,True,True,True,0,True,1,0.06069177601401412,-2.6523115348150736,36.975
9911,9915,0,61.0,14.0,31.0,7,2,1,2.8,0,1,1,0,0,2,3,1,8804,0,55.698533,37.935513,4,Покровская улица,17Ак1,2018,7,25,True,True,True,1,True,0,0.35772503422903235,1.6718413828575946,30.5
6911,6914,4,184.9,19.2,91.9,10,4,3,2.8,2,0,1,1,0,0,3,1,6451,0,55.798480000000005,37.520671,1,Чапаевский переулок,3,2006,5,57,True,True,True,0,True,0,0.08690504108606888,-0.7453514694920557,46.225
22560,22568,2,84.41,15.0,40.0,3,3,1,3.2,0,2,0,1,0,0,0,1,3029,1,55.790195,37.472261,8,улица Берзарина,30К3,2021,2,25,True,True,True,0,False,0,0.12088501704665124,-1.0930803777799893,28.136666666666667
13763,13767,4,43.3,11.3,22.9,5,1,3,2.8,1,0,1,0,0,1,1,1,6197,0,55.575475,37.47156,11,улица Александры Монаховой,6,2014,2,12,False,True,False,3,True,0,0.19235857271231474,-2.5451233027425553,43.3
3602,3605,4,33.1,10.7,30.9,2,1,3,3.5,0,0,0,1,0,0,0,1,4024,0,55.789704,37.810081,3,12-я Парковая улица,5,2013,0,5,False,True,False,1,False,4,0.23696024432078192,1.3361799050804248,33.1
7935,7938,3,68.5,12.4,39.4,14,3,3,2.65,0,2,1,1,0,0,4,1,1755,1,55.66199399999999,37.424156,7,Мещерский лес ЖК,к6.1,2020,3,14,False,True,True,1,False,4,0.17158375808836274,-2.007832503752248,22.833333333333332
15736,15741,1,32.0,8.0,16.0,19,1,3,2.65,1,0,2,2,1,0,2,1,1172,0,55.86268100000001,37.372440000000005,8,Муравская улица,38к2,2019,2,25,True,True,True,0,True,0,0.24355832803935878,-1.0171401953691774,32.0
3973,3976,2,44.0,6.0,28.0,2,2,1,2.6,0,1,1,0,0,1,1,2,8276,0,55.718314,37.822694,3,Вешняковская улица,41К1,1971,3,9,False,True,False,1,True,0,0.24362753279483312,1.637767664749153,22.0
9351,9355,1,53.5,9.0,35.0,14,2,3,2.8,3,0,1,0,1,0,4,1,3477,0,55.560163,37.583724,6,улица Грина,1К4,1994,3,17,False,True,True,1,True,0,0.17450330768763056,3.1180299873889488,26.75
18418,18424,3,44.47,22.2,12.4,3,1,3,2.72,1,0,0,1,0,0,4,1,4791,1,55.804025,37.5971,2,Складочная улица,6к1,2021,2,14,False,True,True,1,False,4,0.07157624287522366,0.2468165788385938,44.47
